Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2005-09-11, Saints, 101, 33, 190, 24, 18, 9, 74, 2, 0, 21, 13, 8, 0, 0, 1956, 23, Panthers, 141, 25, 209, 31, 19, 11, 84, 2, 2, 20, 13, 8, 0, 0, 1644, 20
2005-09-11, Titans, 97, 23, 206, 27, 18, 7, 49, 2, 2, 16, 8, 3, 0, 0, 1750, 7, Steelers, 206, 41, 218, 11, 9, 3, 27, 0, 0, 18, 10, 5, 0, 0, 1850, 34
2005-09-11, Bengals, 148, 32, 272, 34, 26, 5, 40, 1, 1, 26, 8, 2, 1, 0, 2053, 27, Browns, 95, 18, 278, 43, 26, 7, 56, 1, 2, 16, 13, 5, 3, 0, 1547, 13
2005-09-11, Cowboys, 109, 33, 192, 24, 18, 8, 46, 1, 0, 23, 11, 7, 0, 0, 1869, 28, Chargers, 103, 26, 188, 35, 18, 8, 62, 0, 2, 19, 14, 7, 3, 2, 1731, 24
2005-09-11, Broncos, 70, 20, 242, 48, 22, 7, 73, 1, 2, 19, 12, 1, 3, 1, 1662, 10, Dolphins, 151, 33, 275, 36, 24, 11, 69, 2, 1, 21, 15, 8, 2, 0, 1938, 34
2005-09-12, Eagles, 51, 14, 250, 45, 24, 8, 55, 2, 1, 18, 12, 3, 1, 0, 1569, 10, Falcons, 200, 40, 119, 23, 12, 7, 88, 2, 1, 18, 15, 3, 1, 1, 2031, 14
2005-09-18, Patriots, 39, 16, 249, 44, 23, 12, 86, 2, 1, 14, 14, 4, 0, 0, 1681, 17, Panthers, 104, 36, 146, 26, 11, 6, 45, 0, 1, 17, 14, 5, 0, 0, 1919, 27
2005-09-18, 49ers, 58, 17, 84, 27, 13, 2, 15, 0, 3, 8, 12, 3, 0, 0, 1323, 3, Eagles, 140, 30, 443, 39, 33, 6, 50, 1, 0, 30, 10, 7, 0, 0, 2277, 42
2005-09-18, Chargers, 79, 24, 134, 23, 15, 7, 42, 1, 1, 15, 12, 4, 0, 0, 1615, 17, Broncos, 98, 26, 233, 37, 23, 5, 45, 1, 1, 21, 16, 6, 1, 1, 1985, 20
2005-09-18, Rams, 108, 22, 189, 29, 18, 4, 30, 0, 1, 16, 11, 3, 0, 0, 1731, 17, Cardinals, 82, 16, 297, 42, 29, 8, 72, 1, 1, 18, 13, 4, 0, 0, 1869, 12
2005-09-18, Chiefs, 125, 36, 229, 28, 18, 9, 78, 1, 0, 17, 16, 5, 2, 2, 2074, 23, Raiders, 72, 18, 255, 35, 21, 7, 84, 2, 0, 16, 12, 4, 1, 0, 1526, 17
2005-09-18, Falcons, 115, 28, 108, 20, 11, 3, 24, 0, 0, 14, 11, 2, 1, 0, 1405, 18, Seahawks, 163, 34, 265, 31, 20, 10, 79, 1, 0, 24, 12, 4, 0, 0, 2195, 21
2005-09-18, Lions, 29, 18, 205, 43, 21, 3, 30, 0, 5, 14, 13, 5, 2, 0, 1608, 6, Bears, 187, 37, 149, 22, 15, 6, 40, 0, 0, 18, 15, 8, 0, 0, 1992, 38
2005-09-18, Dolphins, 66, 18, 169, 43, 20, 10, 88, 0, 1, 15, 14, 4, 1, 1, 1561, 7, Jets, 98, 34, 173, 30, 19, 5, 40, 0, 0, 20, 15, 6, 1, 0, 2039, 17
2005-09-18, Steelers, 135, 32, 253, 21, 14, 5, 40, 0, 0, 18, 11, 4, 2, 1, 1746, 27, Texans, 113, 25, 108, 26, 16, 7, 58, 1, 0, 16, 15, 8, 1, 0, 1854, 7
2005-09-18, Vikings, 77, 14, 227, 37, 21, 7, 49, 2, 5, 21, 9, 5, 0, 0, 1280, 8, Bengals, 167, 39, 337, 40, 27, 17, 115, 0, 1, 26, 17, 8, 1, 1, 2320, 37
2005-09-18, Ravens, 14, 13, 168, 41, 25, 10, 73, 1, 1, 12, 16, 4, 1, 1, 1614, 10, Titans, 97, 29, 193, 37, 19, 5, 47, 1, 0, 16, 17, 7, 0, 0, 1986, 25
2005-09-18, Bills, 47, 17, 100, 31, 14, 3, 20, 0, 0, 8, 14, 4, 1, 0, 1270, 3, Buccaneers, 191, 40, 127, 22, 16, 13, 99, 0, 0, 18, 14, 7, 0, 0, 2330, 19
2005-09-18, Browns, 55, 23, 336, 32, 21, 6, 40, 0, 0, 19, 8, 2, 0, 0, 1489, 26, Packers, 116, 30, 336, 44, 32, 6, 41, 0, 2, 27, 14, 10, 0, 0, 2111, 24
2005-09-18, Jaguars, 128, 24, 175, 29, 16, 7, 60, 0, 0, 12, 15, 6, 0, 0, 1880, 3, Colts, 146, 38, 122, 28, 13, 6, 45, 0, 1, 18, 16, 7, 0, 0, 1720, 10
2005-09-19, Redskins, 104, 25, 242, 34, 20, 12, 80, 1, 1, 14, 17, 6, 2, 2, 1673, 14, Cowboys, 90, 29, 261, 36, 21, 7, 60, 0, 0, 14, 17, 7, 1, 0, 1927, 13
2005-09-19, Giants, 92, 29, 165, 24, 13, 9, 86, 1, 0, 15, 12, 5, 0, 0, 1688, 27, Saints, 72, 22, 350, 45, 27, 13, 92, 3, 3, 23, 15, 8, 0, 0, 1912, 10
2005-09-25, Panthers, 61, 26, 238, 35, 19, 4, 39, 2, 1, 23, 13, 6, 0, 0, 1933, 24, Dolphins, 144, 30, 171, 33, 14, 13, 138, 0, 1, 16, 13, 6, 0, 0, 1667, 27
2005-09-25, Patriots, 79, 30, 346, 41, 31, 10, 118, 2, 1, 24, 16, 8, 0, 0, 2123, 23, Steelers, 79, 23, 190, 28, 12, 5, 35, 1, 0, 14, 13, 3, 0, 0, 1477, 20
2005-09-25, Jaguars, 139, 47, 169, 24, 16, 9, 85, 2, 1, 16, 20, 10, 1, 1, 2431, 26, Jets, 89, 25, 79, 22, 11, 6, 44, 1, 2, 12, 12, 3, 0, 0, 1534, 20
2005-09-25, Raiders, 21, 22, 344, 42, 24, 13, 94, 0, 0, 18, 14, 4, 0, 0, 1797, 20, Eagles, 83, 18, 365, 52, 30, 10, 81, 1, 1, 26, 14, 7, 0, 0, 1803, 23
2005-09-25, Cowboys, 95, 32, 348, 38, 24, 6, 45, 1, 2, 26, 13, 6, 3, 1, 1925, 34, 49ers, 124, 25, 266, 34, 21, 8, 67, 1, 2, 19, 12, 6, 0, 0, 1675, 31
2005-09-25, Falcons, 236, 36, 167, 27, 15, 7, 75, 1, 1, 24, 12, 7, 0, 0, 1751, 24, Bills, 172, 35, 36, 23, 10, 3, 35, 1, 1, 18, 14, 6, 2, 1, 1849, 16
2005-09-25, Giants, 86, 23, 338, 41, 24, 12, 83, 1, 0, 23, 15, 8, 0, 0, 1795, 23, Chargers, 268, 33, 217, 23, 20, 7, 50, 1, 0, 25, 8, 5, 0, 0, 1805, 45
2005-09-25, Bengals, 83, 34, 161, 23, 16, 9, 77, 1, 0, 11, 14, 2, 0, 0, 1868, 24, Bears, 106, 28, 149, 39, 17, 7, 88, 1, 5, 16, 15, 3, 3, 2, 1732, 7
2005-09-25, Cardinals, 90, 21, 176, 36, 18, 12, 71, 1, 1, 15, 13, 3, 0, 0, 1591, 12, Seahawks, 163, 37, 284, 32, 21, 3, 25, 0, 0, 29, 13, 6, 0, 0, 2009, 37
2005-09-25, Browns, 75, 23, 188, 29, 22, 7, 62, 0, 0, 14, 14, 6, 1, 1, 1702, 6, Colts, 111, 33, 228, 23, 19, 3, 15, 0, 1, 20, 10, 4, 0, 0, 1898, 13
2005-09-25, Titans, 87, 24, 248, 39, 24, 11, 80, 1, 2, 18, 12, 3, 1, 0, 1970, 27, Rams, 101, 21, 259, 28, 21, 11, 75, 3, 1, 22, 7, 2, 0, 0, 1630, 31
2005-09-25, Saints, 114, 20, 182, 32, 12, 14, 84, 2, 2, 15, 12, 2, 1, 0, 1307, 16, Vikings, 146, 39, 274, 29, 21, 8, 60, 0, 0, 21, 17, 6, 0, 0, 2293, 33
2005-09-25, Buccaneers, 161, 41, 132, 26, 17, 8, 103, 0, 1, 19, 16, 8, 0, 0, 2062, 17, Packers, 75, 25, 185, 24, 14, 8, 65, 1, 3, 15, 10, 3, 1, 1, 1538, 16
2005-09-26, Chiefs, 74, 22, 211, 44, 23, 13, 118, 1, 0, 18, 15, 4, 4, 4, 1792, 10, Broncos, 221, 37, 137, 18, 13, 4, 30, 0, 0, 24, 8, 2, 1, 1, 1808, 30
2005-10-02, Cowboys, 116, 32, 187, 27, 11, 6, 35, 0, 1, 16, 15, 6, 1, 0, 1846, 13, Raiders, 129, 30, 204, 23, 13, 13, 85, 0, 0, 16, 10, 2, 0, 0, 1754, 19
2005-10-02, Lions, 91, 25, 135, 27, 15, 8, 55, 1, 0, 11, 12, 2, 2, 1, 1705, 13, Buccaneers, 69, 22, 284, 39, 22, 7, 55, 1, 3, 17, 16, 7, 0, 0, 1895, 17
2005-10-02, Colts, 100, 26, 264, 27, 20, 1, 10, 0, 0, 22, 10, 7, 0, 0, 1548, 31, Titans, 109, 19, 204, 37, 28, 9, 76, 0, 1, 18, 13, 5, 3, 3, 2052, 10
2005-10-02, Rams, 42, 15, 434, 62, 40, 11, 103, 2, 3, 27, 14, 7, 2, 2, 1924, 24, Giants, 164, 29, 292, 35, 19, 11, 90, 0, 0, 24, 12, 5, 2, 1, 1676, 44
2005-10-02, Chargers, 183, 40, 248, 24, 19, 7, 50, 0, 0, 26, 12, 7, 0, 0, 2198, 41, Patriots, 72, 18, 231, 36, 21, 4, 62, 0, 2, 18, 11, 4, 1, 1, 1402, 17
2005-10-02, Texans, 126, 23, 128, 26, 17, 9, 90, 1, 0, 18, 11, 4, 1, 0, 1526, 10, Bengals, 98, 25, 273, 34, 25, 14, 117, 0, 0, 22, 10, 4, 0, 0, 2074, 16
2005-10-02, Bills, 141, 23, 67, 21, 10, 12, 79, 1, 1, 13, 11, 4, 1, 0, 1420, 7, Saints, 167, 41, 166, 26, 15, 4, 26, 0, 0, 23, 15, 7, 0, 0, 2180, 19
2005-10-02, Broncos, 188, 44, 118, 26, 19, 5, 30, 0, 0, 24, 15, 5, 2, 2, 2285, 20, Jaguars, 12, 11, 229, 34, 20, 15, 119, 2, 2, 13, 9, 3, 0, 0, 1315, 7
2005-10-02, Jets, 28, 15, 124, 28, 14, 5, 39, 0, 0, 8, 14, 3, 1, 0, 1319, 3, Ravens, 115, 45, 144, 21, 15, 3, 19, 1, 1, 17, 14, 5, 1, 1, 2281, 13
2005-10-02, 49ers, 51, 14, 117, 31, 17, 8, 52, 3, 1, 8, 12, 4, 1, 0, 1332, 14, Cardinals, 97, 34, 366, 46, 32, 4, 37, 3, 0, 24, 19, 8, 0, 0, 2268, 31
2005-10-02, Vikings, 63, 16, 198, 34, 23, 11, 85, 1, 2, 16, 10, 1, 2, 2, 1643, 10, Falcons, 285, 41, 83, 22, 11, 8, 65, 0, 0, 22, 14, 8, 1, 0, 1957, 30
2005-10-02, Seahawks, 119, 23, 235, 38, 26, 8, 84, 0, 0, 21, 12, 6, 1, 1, 1569, 17, Redskins, 141, 39, 211, 36, 20, 2, 10, 0, 1, 26, 18, 13, 1, 1, 2362, 20
2005-10-02, Eagles, 28, 17, 368, 48, 33, 3, 25, 1, 1, 25, 11, 3, 0, 0, 1857, 37, Chiefs, 144, 27, 209, 30, 19, 6, 40, 2, 2, 19, 10, 5, 0, 0, 1743, 31
2005-10-03, Packers, 58, 19, 294, 47, 28, 8, 86, 1, 1, 22, 14, 7, 1, 0, 1731, 29, Panthers, 90, 33, 196, 24, 17, 8, 75, 1, 0, 17, 14, 6, 0, 0, 1869, 32
2005-10-09, Redskins, 125, 26, 322, 53, 30, 10, 67, 1, 0, 28, 15, 6, 0, 0, 2029, 19, Broncos, 165, 28, 92, 26, 10, 6, 43, 0, 0, 11, 14, 4, 1, 1, 1571, 21
2005-10-09, Saints, 95, 26, 159, 35, 14, 11, 107, 2, 3, 14, 16, 4, 1, 1, 1863, 3, Packers, 94, 28, 215, 28, 20, 6, 36, 0, 0, 21, 10, 3, 0, 0, 1737, 52
2005-10-09, Patriots, 141, 30, 342, 27, 22, 11, 83, 0, 1, 20, 10, 3, 0, 0, 1945, 31, Falcons, 116, 26, 284, 34, 18, 8, 84, 0, 0, 22, 13, 5, 0, 0, 1655, 28
2005-10-09, Panthers, 87, 27, 243, 29, 18, 4, 30, 1, 1, 15, 11, 4, 0, 0, 1548, 24, Cardinals, 72, 27, 396, 46, 29, 8, 55, 1, 3, 19, 16, 7, 4, 1, 2052, 20
2005-10-09, Bears, 176, 34, 90, 26, 16, 7, 57, 3, 0, 16, 13, 5, 2, 0, 1874, 10, Browns, 76, 22, 202, 34, 23, 5, 55, 0, 2, 15, 13, 5, 0, 0, 1726, 20
2005-10-09, Seahawks, 134, 30, 299, 38, 27, 7, 50, 0, 0, 26, 11, 2, 0, 0, 1854, 37, Rams, 77, 17, 309, 40, 26, 7, 74, 1, 1, 20, 12, 3, 1, 1, 1746, 31
2005-10-09, Buccaneers, 84, 26, 201, 42, 27, 12, 87, 0, 1, 20, 14, 2, 2, 2, 1991, 12, Jets, 62, 27, 150, 19, 13, 6, 46, 2, 1, 15, 10, 3, 1, 1, 1609, 14
2005-10-09, Eagles, 19, 9, 110, 30, 16, 8, 54, 0, 0, 6, 12, 2, 1, 0, 1157, 10, Cowboys, 167, 46, 289, 35, 24, 5, 48, 1, 0, 28, 16, 6, 3, 2, 2443, 33
2005-10-09, Ravens, 159, 30, 228, 37, 20, 21, 147, 2, 2, 26, 11, 3, 2, 1, 1786, 17, Lions, 169, 37, 97, 23, 10, 7, 46, 0, 2, 22, 14, 8, 0, 0, 1814, 35
2005-10-09, Titans, 90, 31, 220, 31, 22, 7, 65, 0, 0, 22, 11, 4, 1, 0, 1869, 34, Texans, 161, 28, 96, 27, 18, 6, 39, 0, 1, 14, 13, 0, 2, 1, 1731, 20
2005-10-09, Bengals, 132, 26, 232, 33, 22, 12, 94, 1, 0, 20, 13, 4, 1, 0, 1835, 20, Jaguars, 181, 37, 161, 24, 10, 10, 98, 1, 0, 19, 11, 2, 0, 0, 1765, 23
2005-10-09, Colts, 120, 28, 245, 31, 23, 10, 80, 1, 2, 22, 10, 6, 1, 1, 1852, 28, 49ers, 133, 28, 44, 23, 9, 7, 40, 1, 4, 12, 14, 3, 1, 1, 1748, 3
2005-10-09, Dolphins, 113, 20, 210, 33, 21, 18, 102, 2, 3, 16, 9, 3, 1, 0, 1488, 14, Bills, 99, 36, 137, 26, 20, 7, 63, 1, 0, 21, 14, 6, 0, 0, 2112, 20
2005-10-10, Steelers, 104, 32, 207, 26, 17, 11, 104, 1, 0, 25, 10, 4, 0, 0, 2003, 24, Chargers, 66, 21, 213, 35, 20, 9, 100, 1, 1, 20, 12, 5, 0, 0, 1597, 22
2005-10-16, Bengals, 119, 28, 268, 33, 27, 4, 32, 0, 0, 24, 10, 3, 1, 0, 1744, 31, Titans, 118, 24, 259, 41, 26, 5, 69, 1, 2, 21, 12, 6, 1, 1, 1856, 23
2005-10-16, Patriots, 89, 19, 299, 46, 24, 8, 55, 0, 0, 22, 16, 6, 0, 0, 1663, 20, Broncos, 178, 34, 254, 24, 17, 11, 82, 0, 0, 20, 11, 3, 0, 0, 1937, 28
2005-10-16, Panthers, 54, 25, 263, 32, 20, 10, 73, 1, 3, 14, 14, 6, 1, 0, 1677, 21, Lions, 52, 24, 157, 28, 17, 10, 75, 3, 1, 11, 15, 4, 2, 1, 1923, 20
2005-10-16, Giants, 91, 19, 179, 29, 14, 6, 32, 3, 1, 11, 11, 1, 1, 1, 1381, 13, Cowboys, 92, 38, 293, 37, 26, 6, 44, 3, 1, 25, 16, 9, 0, 0, 2446, 16
2005-10-16, Jets, 149, 21, 126, 26, 12, 7, 50, 1, 2, 17, 10, 3, 0, 0, 1285, 17, Bills, 177, 39, 164, 26, 18, 13, 99, 0, 2, 24, 10, 5, 0, 0, 2315, 27
2005-10-16, Falcons, 160, 33, 106, 23, 11, 10, 79, 0, 1, 21, 12, 7, 0, 0, 1594, 34, Saints, 211, 32, 245, 33, 22, 8, 55, 1, 1, 32, 7, 3, 0, 0, 2006, 31
2005-10-16, Dolphins, 64, 18, 243, 43, 21, 9, 60, 2, 0, 13, 14, 3, 3, 1, 1461, 13, Buccaneers, 180, 34, 162, 26, 18, 9, 65, 1, 0, 15, 17, 8, 0, 0, 2139, 27
2005-10-16, Vikings, 80, 19, 203, 49, 26, 14, 91, 0, 2, 16, 16, 3, 4, 1, 1942, 3, Bears, 95, 30, 97, 25, 16, 8, 58, 2, 1, 16, 10, 3, 1, 0, 1658, 28
2005-10-16, Jaguars, 93, 35, 153, 35, 19, 10, 106, 0, 1, 17, 19, 7, 1, 0, 2164, 23, Steelers, 73, 30, 145, 28, 11, 7, 80, 1, 3, 16, 12, 1, 0, 0, 1652, 17
2005-10-16, Redskins, 101, 28, 297, 41, 25, 5, 54, 3, 0, 26, 12, 5, 1, 0, 1940, 21, Chiefs, 96, 32, 178, 25, 15, 4, 24, 0, 0, 18, 12, 4, 1, 1, 1660, 28
2005-10-16, Texans, 67, 22, 160, 33, 19, 13, 95, 0, 0, 14, 16, 6, 2, 2, 1707, 10, Seahawks, 320, 42, 139, 20, 14, 6, 45, 0, 1, 31, 11, 7, 3, 3, 1893, 42
2005-10-16, Chargers, 190, 41, 156, 21, 15, 5, 35, 0, 0, 22, 11, 2, 0, 0, 2118, 27, Raiders, 39, 13, 271, 48, 24, 8, 51, 0, 1, 19, 13, 3, 4, 2, 1482, 14
2005-10-16, Browns, 70, 18, 116, 30, 16, 8, 53, 2, 1, 12, 11, 4, 0, 0, 1375, 3, Ravens, 150, 33, 201, 31, 23, 11, 97, 0, 1, 16, 15, 6, 2, 2, 2225, 16
2005-10-17, Rams, 105, 21, 241, 29, 23, 9, 50, 1, 3, 20, 7, 3, 0, 0, 1626, 28, Colts, 176, 38, 187, 32, 22, 3, 15, 1, 0, 31, 12, 8, 1, 0, 1974, 45
2005-10-21, Chiefs, 185, 45, 277, 34, 20, 7, 63, 0, 0, 24, 17, 8, 1, 0, 2500, 30, Dolphins, 94, 14, 192, 31, 12, 4, 30, 0, 1, 9, 13, 3, 0, 0, 1100, 20
2005-10-23, Cowboys, 164, 39, 111, 24, 13, 9, 81, 0, 2, 16, 15, 3, 0, 0, 2048, 10, Seahawks, 72, 22, 217, 42, 23, 9, 83, 1, 2, 20, 13, 3, 0, 0, 1552, 13
2005-10-23, Saints, 119, 32, 213, 39, 18, 9, 102, 1, 1, 24, 16, 6, 2, 0, 2037, 17, Rams, 109, 27, 189, 29, 18, 8, 65, 1, 0, 16, 14, 5, 1, 1, 1563, 28
2005-10-23, Ravens, 66, 22, 133, 32, 18, 11, 100, 0, 0, 12, 17, 6, 0, 0, 1702, 6, Bears, 143, 29, 133, 29, 15, 9, 60, 0, 0, 17, 12, 2, 1, 1, 1898, 10
2005-10-23, Titans, 90, 28, 258, 45, 26, 11, 90, 2, 1, 16, 17, 5, 3, 0, 2010, 10, Cardinals, 55, 22, 118, 28, 12, 9, 71, 0, 1, 9, 15, 3, 0, 0, 1590, 20
2005-10-23, Packers, 45, 23, 329, 37, 29, 6, 50, 0, 0, 19, 13, 6, 0, 0, 1797, 20, Vikings, 108, 26, 255, 31, 23, 4, 21, 1, 0, 24, 10, 5, 1, 0, 1803, 23
2005-10-23, 49ers, 140, 26, 54, 16, 8, 5, 29, 1, 1, 9, 12, 3, 0, 0, 1602, 17, Redskins, 204, 39, 253, 21, 14, 8, 60, 0, 0, 24, 11, 5, 0, 0, 1998, 52
2005-10-23, Colts, 205, 34, 232, 27, 21, 6, 35, 1, 1, 30, 7, 5, 1, 1, 1999, 38, Texans, 133, 33, 6, 9, 6, 3, 15, 1, 1, 13, 12, 6, 1, 1, 1601, 20
2005-10-23, Lions, 119, 37, 210, 34, 22, 11, 72, 1, 0, 19, 14, 5, 1, 1, 2237, 13, Browns, 118, 22, 56, 19, 10, 8, 50, 0, 3, 11, 8, 0, 0, 0, 1363, 10
2005-10-23, Steelers, 221, 47, 83, 14, 9, 5, 65, 1, 1, 20, 11, 4, 0, 0, 2129, 27, Bengals, 91, 19, 211, 36, 21, 4, 35, 0, 2, 20, 11, 3, 0, 0, 1471, 13
2005-10-23, Chargers, 21, 20, 270, 40, 23, 9, 72, 1, 2, 15, 15, 5, 0, 0, 1727, 17, Eagles, 24, 14, 262, 54, 35, 10, 72, 0, 2, 22, 14, 4, 1, 0, 1873, 20
2005-10-23, Bills, 84, 23, 126, 27, 19, 7, 51, 1, 0, 15, 10, 3, 1, 0, 1629, 17, Raiders, 162, 37, 254, 27, 19, 8, 53, 1, 0, 26, 11, 7, 0, 0, 1971, 38
2005-10-23, Broncos, 191, 33, 194, 29, 18, 6, 53, 1, 0, 20, 13, 5, 1, 1, 2041, 23, Giants, 97, 20, 214, 42, 23, 7, 52, 1, 1, 22, 10, 5, 0, 0, 1559, 24
2005-10-24, Jets, 37, 18, 194, 38, 23, 5, 44, 3, 1, 16, 13, 4, 3, 2, 1598, 14, Falcons, 205, 38, 105, 26, 11, 4, 30, 0, 3, 19, 16, 6, 2, 2, 2002, 27
2005-10-30, Redskins, 38, 13, 87, 34, 14, 10, 88, 3, 1, 7, 12, 2, 2, 0, 1239, 0, Giants, 262, 45, 124, 31, 12, 9, 73, 0, 1, 19, 19, 7, 1, 0, 2361, 36
2005-10-30, Dolphins, 188, 47, 154, 28, 16, 5, 34, 1, 1, 20, 18, 7, 0, 0, 2183, 21, Saints, 90, 17, 113, 31, 14, 8, 77, 1, 1, 14, 11, 0, 2, 0, 1417, 6
2005-10-30, Bills, 147, 39, 247, 33, 20, 12, 74, 1, 1, 24, 14, 7, 1, 0, 2360, 16, Patriots, 93, 22, 180, 21, 14, 7, 57, 2, 0, 18, 7, 1, 0, 0, 1240, 21
2005-10-30, Packers, 76, 22, 277, 39, 26, 6, 29, 0, 5, 17, 10, 6, 0, 0, 1789, 14, Bengals, 95, 27, 222, 34, 22, 3, 58, 0, 1, 21, 13, 7, 0, 0, 1811, 21
2005-10-30, Buccaneers, 43, 20, 232, 34, 21, 8, 65, 1, 2, 13, 14, 3, 0, 0, 1781, 10, 49ers, 158, 39, 50, 19, 8, 7, 65, 0, 0, 9, 16, 2, 0, 0, 1819, 15
2005-10-30, Chiefs, 95, 21, 323, 43, 31, 9, 58, 1, 0, 21, 13, 2, 2, 1, 1879, 20, Chargers, 83, 22, 341, 44, 26, 4, 38, 1, 1, 22, 11, 4, 1, 0, 1721, 28
2005-10-30, Raiders, 92, 23, 232, 29, 17, 7, 55, 0, 1, 17, 11, 4, 1, 0, 1463, 34, Titans, 140, 25, 186, 40, 26, 9, 79, 2, 0, 19, 17, 10, 1, 0, 2137, 25
2005-10-30, Browns, 156, 33, 169, 25, 12, 1, 5, 2, 0, 16, 12, 3, 2, 1, 1744, 16, Texans, 117, 37, 120, 20, 10, 5, 35, 0, 1, 11, 16, 6, 0, 0, 1856, 19
2005-10-30, Jaguars, 221, 28, 206, 31, 18, 4, 25, 1, 1, 16, 14, 6, 3, 1, 1882, 21, Rams, 200, 33, 186, 21, 13, 9, 59, 0, 3, 15, 12, 4, 0, 0, 1718, 24
2005-10-30, Bears, 115, 29, 218, 31, 17, 10, 75, 1, 0, 14, 14, 3, 1, 1, 1822, 19, Lions, 93, 29, 185, 35, 23, 5, 40, 0, 1, 17, 17, 5, 0, 0, 2155, 13
2005-10-30, Eagles, 79, 19, 272, 34, 12, 10, 70, 0, 2, 12, 13, 3, 1, 0, 1380, 21, Broncos, 255, 36, 309, 35, 22, 6, 50, 0, 0, 28, 14, 6, 1, 1, 2220, 49
2005-10-30, Cardinals, 71, 24, 142, 34, 16, 8, 56, 0, 2, 12, 17, 7, 2, 1, 1631, 13, Cowboys, 146, 32, 202, 24, 19, 0, 0, 1, 0, 21, 11, 5, 0, 0, 1969, 34
2005-10-30, Vikings, 82, 18, 171, 32, 16, 10, 57, 0, 0, 14, 13, 5, 2, 1, 1449, 13, Panthers, 111, 39, 341, 31, 21, 6, 53, 0, 0, 27, 13, 8, 0, 0, 2151, 38
2005-10-31, Ravens, 72, 27, 246, 44, 25, 6, 38, 1, 2, 20, 18, 9, 3, 1, 1864, 19, Steelers, 101, 28, 160, 31, 18, 4, 19, 1, 1, 19, 12, 4, 2, 1, 1736, 20
2005-11-06, Lions, 58, 20, 231, 48, 28, 6, 31, 1, 2, 20, 17, 9, 1, 0, 1821, 14, Vikings, 164, 35, 121, 22, 15, 3, 18, 1, 0, 19, 12, 3, 0, 0, 1779, 27
